"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"89","Bengaluru, Karnataka","18","1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2172,1666,2831
"89","Bengaluru, Karnataka","19","3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2131,1607,2824
"89","Bengaluru, Karnataka","20","0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli","3/1/2020 - 3/31/2020, Every day, Daily Average",2759,2105,3615
"89","Bengaluru, Karnataka","21","Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2483,1837,3355
"89","Bengaluru, Karnataka","22","Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2125,1592,2834
"89","Bengaluru, Karnataka","23","300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1645,1208,2239
"89","Bengaluru, Karnataka","24","0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1917,1420,2587
"89","Bengaluru, Karnataka","25","0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1623,1199,2196
"89","Bengaluru, Karnataka","26","700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1769,1296,2413
"89","Bengaluru, Karnataka","27","Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1882,1398,2531
"89","Bengaluru, Karnataka","28","0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2349,1713,3219
"89","Bengaluru, Karnataka","29","Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1954,1445,2642
"89","Bengaluru, Karnataka","30","Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2662,1979,3579
"89","Bengaluru, Karnataka","31","3rd Main, Shetty Halli, Jalahalli West, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2645,2046,3418
"89","Bengaluru, Karnataka","32","Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2659,1943,3637
"89","Bengaluru, Karnataka","33","0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2351,1723,3207
"89","Bengaluru, Karnataka","34","Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2395,1729,3317
"89","Bengaluru, Karnataka","35","400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2487,1949,3172
"89","Bengaluru, Karnataka","36","2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2650,2115,3319
"89","Bengaluru, Karnataka","37","6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2491,1864,3327
"89","Bengaluru, Karnataka","38","Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2078,1461,2953
"89","Bengaluru, Karnataka","39","0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2049,1552,2703
"89","Bengaluru, Karnataka","40","500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1593,1172,2164
"89","Bengaluru, Karnataka","41","Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1707,1273,2288
"89","Bengaluru, Karnataka","42","0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1861,1364,2538
"89","Bengaluru, Karnataka","43","Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",2043,1561,2673
"89","Bengaluru, Karnataka","44","100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1894,1368,2620
"89","Bengaluru, Karnataka","45","94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1025,670,1566
"89","Bengaluru, Karnataka","46","500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1764,1282,2426
"89","Bengaluru, Karnataka","47","18, Malleshwaram West, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1402,1012,1941
"89","Bengaluru, Karnataka","48","0 DB Street, M V Block, Guttahalli, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",870,557,1357
"89","Bengaluru, Karnataka","49","49, Malleshwaram West, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1183,820,1704
"89","Bengaluru, Karnataka","50","2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1515,1119,2051
"89","Bengaluru, Karnataka","51","0 2nd Cross Road, Srirampura, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1303,951,1785
"89","Bengaluru, Karnataka","52","400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1590,1137,2221
"89","Bengaluru, Karnataka","53","0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1614,1181,2205
"89","Bengaluru, Karnataka","54","Unnamed Road, Sanjaynagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1242,827,1864
"89","Bengaluru, Karnataka","55","Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1246,834,1860
"89","Bengaluru, Karnataka","56","Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1709,1262,2314
"89","Bengaluru, Karnataka","57","557, Dinnur, Hebbal, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1427,1044,1950
"89","Bengaluru, Karnataka","58","Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1143,756,1726
"89","Bengaluru, Karnataka","59","300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1203,861,1680
"89","Bengaluru, Karnataka","60","400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1451,1075,1957
"89","Bengaluru, Karnataka","61","1085, Shampura, Kaval Bairasandra, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1529,1093,2137
"89","Bengaluru, Karnataka","62","null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1282,925,1776
"89","Bengaluru, Karnataka","63","100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1411,1007,1976
"89","Bengaluru, Karnataka","64","0 Davis Road, Sagayapura, Richards Town, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1070,787,1453
"89","Bengaluru, Karnataka","65","Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1138,845,1532
"89","Bengaluru, Karnataka","66","0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",808,555,1175
"89","Bengaluru, Karnataka","67","creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru","3/1/2020 - 3/31/2020, Every day, Daily Average",1980,1463,2678
